recordID,hu12_zoneid,lagoslakeid,mean_secchi,median_secchi,sd_secchi,covar_secchi,nobs_secchi,nhdid,nhd_lat,nhd_long,lake_area_ha,lake_perim_meters,lagosname1,meandepth,maxdepth,in_nwi,iws_zone_id,hu4_zoneid,hu8_zoneid,edu_zoneid,state_name,iws_area_ha,lakeconnectivity,glacial,pcturbancombined_hu12,pctagcombined_hu12,pctpasturehay_hu12,pctrowcrop_hu12
1269,HU12_11759,5189,2.1717,2.1717,475.868.847,219.122.737,4,139260143,44.045.328,-87.737.614,1.513.993.847,1.914.124.644,HARTLAUB LAKE,6.096,18.288,yes,IWS_14809,HU4_32,HU8_164,EDU_87,Wisconsin,2.074.875.802,Headwater,Glaciated,8.4461,756.845,38.936,367.485
1270,HU12_11759,5539,3.5814,3.5814,NA,NA,1,139260151,44.040.785,-87.731.293,2.271.279.174,5.591.936.829,WEYERS LAKE,4.572,9.7536,yes,NA,HU4_32,HU8_164,EDU_87,Wisconsin,NA,Isolated,NA,8.4461,756.845,38.936,367.485
1271,HU12_11763,5112,2.0955,2.0955,53.881.537,25.712.974,2,139260412,43.986.661,-87.873.781,3.225.231.012,2.682.280.451,PIGEON LAKE,6.096,188.976,yes,IWS_14857,HU4_32,HU8_164,EDU_87,Wisconsin,1.686.797.022,Isolated,Glaciated,6.4463,724.052,26.689,457.162
1272,HU12_11764,5376,204.216,2.1717,754.341.514,369.384.139,6,139260559,4.393.128,-87.891.274,8.322.196.172,1.819.234.571,HORSESHOE LAKE,7.62,164.592,yes,IWS_14345,HU4_32,HU8_164,EDU_87,Wisconsin,6.224.612.068,DR_Stream,Glaciated,5.364,732.411,261.317,471.094
1273,HU12_11765,1809,226.314,2.0193,552.489.412,244.125.159,3,139260738,43.832.013,-87.864.407,637.058.257,1.057.887.833,JETZERS LAKE,NA,12.8016,yes,IWS_13225,HU4_32,HU8_164,EDU_87,Wisconsin,4.305.741.408,Headwater,Glaciated,10.2033,772.892,267.336,505.556
1274,HU12_11768,5114,507.812,5.1408,953.102.854,187.688.131,10,139260805,43.806.335,-88.017.632,5.220.354.484,4.241.657.687,CRYSTAL LAKE,6.096,185.928,yes,IWS_14259,HU4_32,HU8_164,EDU_87,Wisconsin,7.923.829.783,Isolated,Glaciated,8.1839,417.632,131.794,285.838
1275,HU12_11776,4860,241.554,2.3241,737.956.337,305.503.671,10,139260712,43.864.383,-88.208.039,3.036.859.269,3.090.155.261,WOLF LAKE,5.7912,143.256,yes,IWS_14221,HU4_32,HU8_164,EDU_87,Wisconsin,1.118.031.048,DR_Stream,Glaciated,5.6495,60.264,229.292,373.348
1276,HU12_11777,4309,31.003.875,295.275,845.574.178,272.731.772,8,139260762,43.825.893,-88.025.831,1.180.275.877,6.237.742.452,ELKHART LAKE,140.208,362.712,yes,IWS_13831,HU4_32,HU8_164,EDU_87,Wisconsin,4.306.579.116,Headwater,Glaciated,4.2166,514.207,175.494,338.713
1277,HU12_11778,4495,390.144,377.952,10.064.748,257.975.209,9,139260573,43.925.047,-879.387,552.487.916,5.428.959.846,CEDAR LAKE,2.7432,6.4008,yes,IWS_14220,HU4_32,HU8_164,EDU_87,Wisconsin,2.119.149.865,Isolated,Glaciated,5.5344,621.568,185.261,436.307
1278,HU12_11778,4941,2.7813,2.7813,915.986.124,329.337.405,2,139260546,43.943.931,-87.988.366,3.851.266.116,9.634.286.293,SHOE LAKE,6.7056,10.3632,yes,NA,HU4_32,HU8_164,EDU_87,Wisconsin,NA,Isolated,NA,5.5344,621.568,185.261,436.307
1279,HU12_11778,5495,1.4224,1.2192,351.952.724,24.743.583,3,139260488,43.969.691,-87.958.836,3.745.150.997,268.410.901,WILKE LAKE,2.7432,6.4008,yes,IWS_14021,HU4_32,HU8_164,EDU_87,Wisconsin,2.406.414.791,Headwater,Glaciated,5.5344,621.568,185.261,436.307
1280,HU12_11780,510,352.425,352.425,1.104.571.503,313.420.303,2,139260790,43.807.274,-87.957.313,9.128.996.205,195.320.855,GERBER LAKE,NA,11.2776,yes,IWS_14320,HU4_32,HU8_164,EDU_87,Wisconsin,7.980.139.687,DR_Stream,Glaciated,5.9311,655.936,234.382,421.554
1281,HU12_11780,4695,3.7846,3.81,377.170.757,99.659.345,9,139260789,43.808.357,-87.978.146,2.102.095.499,3.709.270.534,LITTLE ELKHART LAKE,2.4384,7.62,yes,IWS_14471,HU4_32,HU8_164,EDU_87,Wisconsin,2.151.665.873,Isolated,Glaciated,5.9311,655.936,234.382,421.554
1282,HU12_11800,1889,169.926,166.116,60.568.216,356.438.779,6,75659651,44.329.562,-88.632.512,3.164.693.853,5.298.096.609,BLACK OTTER LAKE (HORTONVILLE),NA,2.7432,yes,IWS_14305,HU4_32,HU8_170,EDU_14,Wisconsin,2.761.226.508,DR_Stream,Glaciated,10.4752,529.536,174.528,355.008
1283,HU12_11801,2332,3.557.778,3.5814,364.601.938,102.480.238,10,75657975,44.488.378,-89.209.708,1.851.928.323,2.055.701.901,BREKK LAKE,NA,7.62,yes,IWS_14997,HU4_32,HU8_170,EDU_14,Wisconsin,9.926.724,Isolated,Glaciated,3.8485,449.166,10.0527,348.639
1284,HU12_11802,5223,3,3,NA,NA,1,75657367,44.530.946,-89.114.602,459.048.369,4.224.954.859,HATCH LAKE,1.2192,3.6576,yes,IWS_13426,HU4_32,HU8_170,EDU_14,Wisconsin,8.472.798.747,Isolated,Glaciated,5.5923,399.023,9.0282,308.741
1285,HU12_11802,5208,2.4692,2.4692,NA,NA,1,75657455,44.519.012,-89.131.911,8.926.578.249,1.521.446.965,IOLA LAKE,9.144,2.7432,yes,IWS_14791,HU4_32,HU8_170,EDU_14,Wisconsin,5.329.592.648,DR_LakeStream,Glaciated,5.5923,399.023,9.0282,308.741
1286,HU12_11803,5074,1.3716,1.3716,NA,NA,1,75657623,44.505.549,-89.108.347,6.652.357.478,9.979.401.584,KATING LAKE,3.048,6.096,yes,IWS_14143,HU4_32,HU8_170,EDU_14,Wisconsin,1.781.801.085,Isolated,Glaciated,5.0802,38.389,6.3331,320.559
1287,HU12_11804,4283,1.887.855,192.405,289.852.287,153.535.249,4,75658257,44.464.731,-89.140.649,2.865.275.832,200.604.447,SILVER LAKE,2.1336,5.1816,yes,IWS_13847,HU4_32,HU8_170,EDU_14,Wisconsin,7.821.200.075,Isolated,Glaciated,4.252,440.414,5.4471,385.943
1288,HU12_11805,2737,216.163,184.446,1.046.649.645,484.194.633,4,75659475,44.366.656,-88.934.312,4.309.156.496,1.307.500.127,WHITE LAKE,NA,3.3528,yes,IWS_14599,HU4_32,HU8_170,EDU_14,Wisconsin,8.604.832.804,DR_Stream,Glaciated,5.3522,37.537,10.6202,269.168
1289,HU12_11806,5084,1.6764,1.6764,135.088.162,80.582.296,8,75657039,44.553.378,-88.994.948,3.307.870.698,7.875.920.226,BLUE MOUNTAIN LAKE,9.144,2.4384,yes,NA,HU4_32,HU8_170,EDU_14,Wisconsin,NA,Isolated,NA,4.7826,303.422,10.1996,203.326
1290,HU12_11806,4428,2.281.513.333,238.684,1.207.728.566,529.354.156,6,75657037,4.454.902,-88.929.787,156.027.408,2.428.433.915,SCHOOL SECTION LAKE,8.5344,11.5824,yes,IWS_14593,HU4_32,HU8_170,EDU_14,Wisconsin,3.110.393.719,DR_Stream,Glaciated,4.7826,303.422,10.1996,203.326
1291,HU12_11808,5249,0.9,0.9,NA,NA,1,75658073,44.469.667,-88.907.955,7.307.409.654,9.234.037.638,MANAWA MILLPOND,1.8288,3.6576,yes,IWS_14366,HU4_32,HU8_170,EDU_14,Wisconsin,7.362.553.041,DR_LakeStream,Glaciated,5.3418,658.267,258.536,399.731
1292,HU12_11808,5240,3.140.783.333,299.085,522.349.394,166.311.821,6,75658607,44.414.171,-88.943.575,8.079.615.864,6.235.965.286,BEAR LAKE,7.3152,188.976,yes,IWS_14711,HU4_32,HU8_170,EDU_14,Wisconsin,8.223.575.744,DR_Stream,Glaciated,5.3418,658.267,258.536,399.731
1293,HU12_11810,5424,225.025,224.968,849.975.894,377.725.095,8,75656773,44.600.484,-89.342.018,1.738.599.142,2.301.127.472,COLLINS LAKE,6.4008,9.144,yes,IWS_14838,HU4_32,HU8_170,EDU_14,Wisconsin,4.741.875.824,DR_Stream,Glaciated,4.221,492.096,10.8668,383.428
1294,HU12_11811,5195,289.007,303.276,522.063.054,18.064.028,8,75658313,44.470.232,-89.337.741,4.354.972.438,4.658.816.475,LAKE EMILY,4.8768,10.9728,yes,IWS_13328,HU4_32,HU8_170,EDU_14,Wisconsin,7.224.214.582,DR_Stream,Glaciated,6.4463,709.606,12.9874,579.732
1295,HU12_11811,4334,2.5908,2.5908,NA,NA,1,75658293,44.473.586,-8.939.037,1.276.955.319,1.322.964.078,THOMAS LAKE,5.1816,8.5344,yes,IWS_14874,HU4_32,HU8_170,EDU_14,Wisconsin,3.617.100.713,Isolated,Glaciated,6.4463,709.606,12.9874,579.732
1296,HU12_11812,5066,2.4384,2.4384,NA,NA,1,75659323,44.394.031,-89.337.387,1.545.905.262,3.343.526.789,SPRING LAKE,2.4384,12.8016,yes,IWS_13905,HU4_32,HU8_170,EDU_14,Wisconsin,2.179.761.283,DR_Stream,Glaciated,4.9139,55.227,11.176,44.051
1297,HU12_11813,5522,3.2766,3.048,559.953.355,170.894.633,9,75657313,44.544.594,-89.276.975,2.558.906.423,197.126.409,SUNSET LAKE,9.4488,16.764,yes,IWS_14474,HU4_32,HU8_170,EDU_14,Wisconsin,2.021.371.736,Isolated,Glaciated,6.9268,572.743,130.845,441.898
1298,HU12_11813,2192,3.302,3.2004,615.917.267,186.528.549,3,75658919,44.420.633,-89.344.972,1.839.496.469,1.698.226.449,LAKE LIME,NA,9.4488,yes,IWS_13239,HU4_32,HU8_170,EDU_14,Wisconsin,6.830.844.596,Isolated,Glaciated,6.9268,572.743,130.845,441.898
1299,HU12_11814,1057,2.3622,2.3622,NA,NA,1,75660379,44.317.795,-89.323.975,1.596.469.235,1.805.571.659,PICKEREL LAKE,NA,4.8768,yes,IWS_14682,HU4_32,HU8_170,EDU_14,Wisconsin,5.859.826.458,Isolated,Glaciated,4.1412,488.876,10.9782,379.094
1300,HU12_11814,4747,2.1336,2.1336,NA,NA,1,75660317,44.324.455,-89.350.919,8.929.585.662,1.337.141.389,WOLF LAKE,2.4384,5.1816,yes,IWS_13663,HU4_32,HU8_170,EDU_14,Wisconsin,2.128.110.277,Isolated,Glaciated,4.1412,488.876,10.9782,379.094
1301,HU12_11815,1066,3.9624,3.9624,NA,NA,1,75660509,44.307.355,-8.926.662,6.679.172.072,1.071.372.156,FOUNTAIN LAKE,NA,7.0104,yes,IWS_14071,HU4_32,HU8_170,EDU_14,Wisconsin,6.286.258.189,DR_Stream,Glaciated,4.416,45.364,8.3486,370.154
1302,HU12_11816,4386,400.812,4.0386,605.564.979,151.084.543,10,75660677,44.291.637,-89.181.991,2.569.722.421,3.018.684.091,STRATTON LAKE,3.048,12.8016,yes,IWS_13996,HU4_32,HU8_170,EDU_14,Wisconsin,3.711.198.381,Headwater,Glaciated,4.5047,525.197,4.8628,476.569
1303,HU12_11817,4361,2.997.066.667,3.2,48.981.455,163.431.316,3,75659795,44.345.814,-89.086.989,178.471.211,1.896.641.105,SHADOW LAKE,5.1816,12.4968,yes,IWS_13641,HU4_32,HU8_170,EDU_14,Wisconsin,2.473.797.531,DR_Stream,Glaciated,12.7395,348.527,2.5469,323.058
1304,HU12_11817,4896,1.7,1.7,NA,NA,1,75659925,44.342.409,-89.150.038,7.733.339.241,5.088.375.325,RAINBOW LAKE,11.2776,28.956,yes,IWS_13711,HU4_32,HU8_170,EDU_14,Wisconsin,6.573.568.902,DR_Stream,Glaciated,12.7395,348.527,2.5469,323.058
1305,HU12_11817,5566,2.6289,2.8956,874.365.255,332.597.381,4,75659739,44.350.132,-89.083.083,5.645.215.865,9.933.883.942,MIRROR LAKE,7.62,131.064,yes,IWS_13825,HU4_32,HU8_170,EDU_14,Wisconsin,1.832.660.676,Headwater,Glaciated,12.7395,348.527,2.5469,323.058
1306,HU12_11817,5095,2.4384,2.4384,NA,NA,1,75660247,44.322.526,-89.181.754,4.547.486.029,5.443.892.129,LONG LAKE,9.144,231.648,yes,IWS_13252,HU4_32,HU8_170,EDU_14,Wisconsin,9.136.713.617,DR_LakeStream,Glaciated,12.7395,348.527,2.5469,323.058
1307,HU12_11817,4543,3.233.057.143,3.1999,1.236.623.052,38.249.341,7,75660197,44.326.481,-89.193.456,5.845.765.629,1.370.762.046,POPE LAKE,5.7912,12.192,yes,IWS_14016,HU4_32,HU8_170,EDU_14,Wisconsin,2.246.558.709,DR_Stream,Glaciated,12.7395,348.527,2.5469,323.058
1308,HU12_11817,4433,3.984.171.429,4.0767,565.053.162,14.182.451,7,75660235,44.323.559,-89.191.122,5.662.665.716,9.433.599.848,MARL LAKE,8.8392,179.832,yes,IWS_13345,HU4_32,HU8_170,EDU_14,Wisconsin,2.567.319.208,Headwater,Glaciated,12.7395,348.527,2.5469,323.058
1309,HU12_11817,4289,2.4384,2.4384,NA,NA,1,75660135,44.327.803,-89.165.244,1.572.162.517,1.877.943.001,MINER LAKE,7.3152,158.496,yes,IWS_14258,HU4_32,HU8_170,EDU_14,Wisconsin,1.414.739.944,Headwater,Glaciated,12.7395,348.527,2.5469,323.058
1310,HU12_11817,5179,131.826,1.2192,240.483.144,182.424.669,4,75659837,44.342.656,-89.112.635,1.719.769.967,2.698.243.882,OLD TAYLOR LAKE,1.524,5.1816,yes,IWS_13303,HU4_32,HU8_170,EDU_14,Wisconsin,1.862.405.096,Isolated,Glaciated,12.7395,348.527,2.5469,323.058
1311,HU12_11818,2100,6.096,6.096,NA,NA,1,75659957,44.348.811,-89.334.262,9.157.578.691,2.314.293.828,BOELTER LAKE,NA,1.524,yes,IWS_14262,HU4_32,HU8_170,EDU_14,Wisconsin,7.139.597.992,Isolated,Glaciated,8.2094,433.373,6.3403,36.997
1312,HU12_11819,5333,2.1336,2.1336,NA,NA,1,75660023,4.432.456,-88.948.179,1.025.713.671,1.207.982.621,WEYAUWEGA LAKE,1.524,3.048,yes,IWS_14403,HU4_32,HU8_170,EDU_14,Wisconsin,3.268.430.904,DR_LakeStream,Glaciated,10.2994,674.064,12.1942,554.022
1313,HU12_11823,5131,3.5433,3.5433,NA,NA,1,75660777,44.281.683,-89.103.676,810.740.401,1.899.358.699,GOOSENECK LAKE,1.524,5.1816,yes,IWS_13329,HU4_32,HU8_170,EDU_14,Wisconsin,1.519.000.746,Isolated,Glaciated,5.4806,619.373,11.3916,505.457
1314,HU12_11823,5165,4.8768,4.8768,NA,NA,1,75660815,4.427.888,-89.103.987,513.387.929,1.057.257.576,MCLEAN LAKE,7.3152,9.4488,yes,IWS_13428,HU4_32,HU8_170,EDU_14,Wisconsin,2.780.641.682,Isolated,Glaciated,5.4806,619.373,11.3916,505.457
1315,HU12_11823,4623,3.1,3.1,NA,NA,1,75660713,44.289.782,-89.103.361,2.821.302.799,2.416.946.269,SPENCER LAKE,9.144,161.544,yes,IWS_13781,HU4_32,HU8_170,EDU_14,Wisconsin,4.598.126.729,DR_Stream,Glaciated,5.4806,619.373,11.3916,505.457
1316,HU12_11826,5173,2.8956,2.8956,862.104.588,297.729.171,2,75661095,44.235.747,-89.140.437,375.842.021,3.294.959.863,TWIN LAKE,1.8288,3.9624,yes,IWS_14998,HU4_32,HU8_170,EDU_14,Wisconsin,291.483.307,Isolated,Glaciated,4.7258,397.212,3.2184,365.028
1317,HU12_11826,750,4.1148,4.2672,696.534.507,169.275.422,10,75661179,44.216.133,-89.123.248,1.029.428.555,7.361.478.931,LONG LAKE,NA,216.408,yes,IWS_14369,HU4_32,HU8_170,EDU_14,Wisconsin,4.462.627.633,Isolated,Glaciated,4.7258,397.212,3.2184,365.028
1318,HU12_11826,4261,3.5052,3.5052,NA,NA,1,75661107,44.233,-89.162.911,5.541.967.053,4.140.007.167,PINE LAKE,4.8768,146.304,yes,IWS_14676,HU4_32,HU8_170,EDU_14,Wisconsin,4.251.025.166,Isolated,Glaciated,4.7258,397.212,3.2184,365.028
1319,HU12_11826,3333,351.282,3.3528,733.044.176,20.867.684,10,75661225,44.212.681,-89.168.747,5.630.615.664,4.148.201.106,GILBERT LAKE,NA,19.812,yes,IWS_14769,HU4_32,HU8_170,EDU_14,Wisconsin,2.100.024.901,Isolated,Glaciated,4.7258,397.212,3.2184,365.028
1320,HU12_11827,1495,3.3528,3.3528,646.578.441,192.847.304,2,75661539,44.147.339,-89.152.276,211.060.012,2.230.554.176,LAKE NAPOWAN,NA,5.4864,yes,IWS_14020,HU4_32,HU8_170,EDU_14,Wisconsin,2.550.000.991,Isolated,Glaciated,5.5855,344.933,2.5659,319.274
1321,HU12_11827,4983,1.6764,1.6764,393.495.108,234.726.263,4,75661433,44.174.752,-89.174.304,3.040.489.103,3.364.863.536,WILSON LAKE,1.2192,3.6576,yes,IWS_13304,HU4_32,HU8_170,EDU_14,Wisconsin,2.050.143.741,Headwater,Glaciated,5.5855,344.933,2.5659,319.274
1322,HU12_11827,4634,387.096,371.475,1.081.843.222,279.476.725,10,75661537,44.151.516,-89.163.828,504.921.876,4.227.631.363,HILLS LAKE,3.6576,6.7056,yes,IWS_14717,HU4_32,HU8_170,EDU_14,Wisconsin,1.253.864.966,Isolated,Glaciated,5.5855,344.933,2.5659,319.274
1323,HU12_11827,2516,338.328,3.429,678.565.172,200.564.296,5,75661471,44.170.943,-89.164.669,2.985.802.773,3.916.892.327,KUSEL LAKE,NA,8.8392,yes,IWS_13255,HU4_32,HU8_170,EDU_14,Wisconsin,1.906.333.355,Isolated,Glaciated,5.5855,344.933,2.5659,319.274
1324,HU12_11829,5377,3.280.833.333,3.048,44.368.282,135.234.794,9,75661697,44.096.094,-89.222.229,3.061.476.514,2.748.347.849,PORTERS LAKE,2.1336,5.4864,yes,IWS_14936,HU4_32,HU8_170,EDU_14,Wisconsin,7.418.520.427,Headwater,Glaciated,5.3331,375.782,3.0873,344.909
1325,HU12_11829,4592,3.6957,3.6957,53.881.537,14.579.521,2,75661715,4.408.039,-89.211.054,2.867.895.923,2.382.176.461,JOHNS LAKE,6.7056,12.4968,yes,IWS_13678,HU4_32,HU8_170,EDU_14,Wisconsin,6.454.597.796,Headwater,Glaciated,5.3331,375.782,3.0873,344.909
1326,HU12_11829,5463,562.356,5.4102,863.263.758,153.508.411,10,75661699,44.088.695,-8.911.824,4.097.640.085,3.553.715.094,PEARL LAKE,7.62,15.24,yes,IWS_13685,HU4_32,HU8_170,EDU_14,Wisconsin,3.225.088.083,Isolated,Glaciated,5.3331,375.782,3.0873,344.909
1327,HU12_11829,629,249.936,2.667,588.929.551,235.632.142,10,75661507,44.169.442,-89.210.351,2.040.635.437,2.113.892.249,SILVER LAKE,NA,158.496,yes,IWS_13491,HU4_32,HU8_170,EDU_14,Wisconsin,899.249.391,Headwater,Glaciated,5.3331,375.782,3.0873,344.909
1328,HU12_11829,824,192.786,1.905,381.930.198,198.110.961,10,{C1AE8E9F-A731-4CF1-80BB-8887E245A2D6},44.060.115,-89.195.408,2.271.392.414,4.219.553.444,ALPINE LAKE,NA,5.4864,yes,IWS_14106,HU4_32,HU8_170,EDU_14,Wisconsin,7.986.334.299,DR_LakeStream,Glaciated,5.3331,375.782,3.0873,344.909
1329,HU12_11829,5467,3.1999,3.1623,884.478.186,293.856.336,7,75661683,44.118.877,-89.206.203,4.737.015.553,6.946.818.379,LAKE MORRIS,3.6576,12.192,yes,IWS_14339,HU4_32,HU8_170,EDU_14,Wisconsin,2.150.076.273,DR_LakeStream,Glaciated,5.3331,375.782,3.0873,344.909
1330,HU12_11829,5193,3.3528,3.3528,NA,NA,1,155442133,44.137.579,-8.929.038,8.494.445.974,1.257.357.318,BEANS LAKE,1.524,3.6576,yes,IWS_14228,HU4_32,HU8_170,EDU_14,Wisconsin,6.994.252.719,DR_Stream,Glaciated,5.3331,375.782,3.0873,344.909
1331,HU12_11829,3678,303.276,283.464,481.207.676,158.669.883,3,75661685,44.113.157,-89.196.243,4.729.757.257,1.139.683.076,EMERALD LAKE,NA,4.2672,yes,IWS_13989,HU4_32,HU8_170,EDU_14,Wisconsin,2.208.536.351,Headwater,Glaciated,5.3331,375.782,3.0873,344.909
1332,HU12_11837,1906,635.522.222,6.096,101.796.264,160.177.348,9,75661647,44.146.051,-88.838.803,5.719.210.707,7.843.324.519,LAKE POYGAN,NA,3.3528,yes,IWS_14400,HU4_32,HU8_170,EDU_14,Wisconsin,4.391.991.784,DR_LakeStream,Glaciated,4.1466,357.752,7.9449,278.303
1333,HU12_11837,417,0.6,0.6,NA,NA,1,75661291,44.187.044,-88.814.068,6.139.774.809,882.675.919,PAGES SLOUGH,NA,NA,yes,IWS_14841,HU4_32,HU8_170,EDU_14,Wisconsin,622.453.441,DR_Stream,Glaciated,4.1466,357.752,7.9449,278.303
1334,HU12_11837,2763,61.876,6.096,69.440.389,112.225.078,8,75661587,44.139.635,-88.734.556,1.833.415.981,3.256.600.077,LAKE WINNECONNE,NA,2.7432,yes,IWS_13249,HU4_32,HU8_170,EDU_14,Wisconsin,1.192.425.015,DR_LakeStream,Glaciated,4.1466,357.752,7.9449,278.303
1335,HU12_1184,7397,7.366,7.366,251.447.171,341.361.894,2,2e537057-3e32-44b0-8e31-c596e355ff62,38.139.717,-89.726.462,1.192.642.287,4.345.154.938,SPARTA NW,NA,NA,yes,IWS_5573,HU4_51,HU8_450,EDU_24,Illinois,3.574.502.663,DR_Stream,Not_Glaciated,152.023,521.197,261.938,259.259
1336,HU12_11840,219,0.4,0.4,NA,NA,1,149426645,43.800.174,-88.462.322,434.755.149,7.951.978.355,SUPPLE MARSH,NA,NA,yes,IWS_13817,HU4_32,HU8_171,EDU_14,Wisconsin,2.523.703.243,DR_LakeStream,Glaciated,186.486,713.721,180.859,532.862
1337,HU12_11845,3945,2.8956,2.8956,834.729.178,28.827.503,4,149427031,43.732.366,-88.394.801,323.650.687,2.927.857.693,DENEVEU LAKE,NA,204.216,yes,IWS_13535,HU4_32,HU8_171,EDU_14,Wisconsin,139.778.293,Headwater,Glaciated,258.536,593.238,305.755,287.483
1338,HU12_11850,4002,1.006.686.667,1.0668,100.112.739,99.447.765,9,149426016,44.009.994,-88.412.706,5.341.652.036,1.813.798.017,LAKE WINNEBAGO,NA,6.4008,Partial,IWS_14993,HU4_32,HU8_171,EDU_14,Wisconsin,7.484.663.681,DR_LakeStream,Glaciated,1.221,513,39,123
1339,HU12_11855,699,762,762,NA,NA,1,157143598,44.212.665,-88.460.995,4.859.627.833,2.111.891.083,LITTLE LAKE BUTTE DES MORTS,NA,5.4864,yes,IWS_13411,HU4_32,HU8_172,EDU_14,Wisconsin,938.547.626,DR_LakeStream,Glaciated,578.227,295.924,6.8059,227.865
1340,HU12_11875,1446,1.5748,1.524,371.352.865,235.809.541,9,94391822,42.941.182,-88.069.933,5.133.821.256,9.774.567.142,UPPER KELLY LAKE,NA,2.7432,yes,IWS_15060,HU4_35,HU8_179,EDU_87,Wisconsin,3.602.178.906,DR_Stream,Glaciated,775.928,8.4551,3.9335,4.5216
1341,HU12_11876,4530,177.165,1.9431,487.421.963,275.123.169,4,94391808,42.939.896,-87.987.149,2.209.556.088,5.924.986.571,SCOUT LAKE,1.8288,5.7912,yes,NA,HU4_35,HU8_179,EDU_87,Wisconsin,NA,DR_Stream,NA,453.338,290.458,5.8214,232.244
1342,HU12_11884,5191,2.406.533.333,2.5908,511.148.719,212.400.432,3,139268503,43.646.701,-88.015.415,4.530.958.744,3.031.789.439,LAKE ELLEN,4.8768,12.8016,yes,IWS_15013,HU4_35,HU8_173,EDU_87,Wisconsin,3.961.187.945,DR_Stream,Glaciated,6.2369,607.427,199.648,407.779
1343,HU12_11887,5247,1.3335,127.635,204.781.347,153.566.814,10,139268769,43.555.226,-87.953.539,857.000.615,5.672.964.215,RANDOM LAKE,1.8288,6.4008,yes,IWS_15093,HU4_35,HU8_173,EDU_87,Wisconsin,6.016.892.905,DR_Stream,Glaciated,8.6191,664.754,233.505,431.249
1344,HU12_11888,1562,9.144,9.144,NA,NA,1,139268688,4.359.563,-88.123.028,8.797.655.023,1.455.704.123,BEECHWOOD LAKE,NA,6.096,yes,IWS_15036,HU4_35,HU8_173,EDU_87,Wisconsin,3.823.731.484,Isolated,Glaciated,5.2761,626.664,280.043,346.621
1345,HU12_11889,4416,278.511,2.7051,664.405.449,238.556.269,10,139269118,43.459.704,-88.100.856,2.819.760.629,286.046.941,GREEN LAKE,5.1816,11.2776,yes,IWS_15092,HU4_35,HU8_173,EDU_87,Wisconsin,7.552.202.639,DR_Stream,Glaciated,8.0527,564.697,198.173,366.524
1346,HU12_11892,4345,0.4,0.4,NA,NA,1,139268505,43.657.015,-88.223.054,1.929.087.766,2.072.616.418,MUD LAKE,2.4384,5.1816,yes,IWS_15083,HU4_35,HU8_173,EDU_87,Wisconsin,1.462.872.699,DR_Stream,Glaciated,4.6442,623.295,331.213,292.082
1347,HU12_11892,4586,231.648,2.286,138.424.174,59.756.257,5,139268504,43.653.267,-88.210.087,8.458.895.152,426.237.221,KETTLE MORAINE LAKE,1.8288,9.144,yes,IWS_15068,HU4_35,HU8_173,EDU_87,Wisconsin,7.415.510.907,Isolated,Glaciated,4.6442,623.295,331.213,292.082
1348,HU12_11895,4836,4.103.914.286,3.3528,1.146.743.394,279.426.741,7,139268510,43.674.031,-88.169.371,1.831.661.418,136.016.619,LONG LAKE,6.7056,143.256,yes,IWS_15031,HU4_35,HU8_173,EDU_87,Wisconsin,5.217.421.659,DR_Stream,Glaciated,5.336,375.038,137.536,237.502
1349,HU12_11896,4891,1.524,1.524,NA,NA,1,139268683,43.602.322,-88.181.565,2.841.219.639,2.136.618.835,MAUTHE LAKE,3.6576,7.0104,yes,IWS_15030,HU4_35,HU8_173,EDU_87,Wisconsin,3.443.326.996,DR_LakeStream,Glaciated,5.5203,293.623,11.6347,177.276
1350,HU12_11896,4993,413.766,3.81,83.629.283,202.117.339,5,139268654,43.607.613,-88.167.247,2.048.068.521,2.170.689.612,FOREST LAKE,3.3528,9.7536,yes,IWS_15050,HU4_35,HU8_173,EDU_87,Wisconsin,3.001.657.089,Isolated,Glaciated,5.5203,293.623,11.6347,177.276
1351,HU12_11898,4908,2.5908,2.4384,503.150.856,194.206.753,6,139269384,43.387.867,-88.212.998,4.955.381.868,4.518.193.113,SILVER LAKE (PARADISE VALLEY),6.096,143.256,yes,IWS_15023,HU4_35,HU8_173,EDU_87,Wisconsin,234.961.763,Headwater,Glaciated,34.889,335.104,11.2214,22.289
1352,HU12_11901,4378,249.117,2.4014,593.417.846,238.208.491,10,139269431,43.385.919,-88.263.258,3.793.055.874,1.844.692.129,CEDAR LAKE,10.3632,32.004,yes,IWS_15085,HU4_35,HU8_173,EDU_87,Wisconsin,173.036.023,DR_LakeStream,Glaciated,160.473,501.529,201.954,299.575
1353,HU12_11901,4848,2.1,2.1,NA,NA,1,139269433,4.337.453,-88.228.587,1.053.193.596,795.961.089,LITTLE CEDAR LAKE,3.9624,170.688,yes,IWS_15076,HU4_35,HU8_173,EDU_87,Wisconsin,7.091.180.263,DR_LakeStream,Glaciated,160.473,501.529,201.954,299.575
1354,HU12_11922,1991,4.572,4.572,NA,NA,1,143247912,43.503.889,-88.540.643,5.440.729.923,1.749.529.498,MAYVILLE POND_ LOWER,NA,1.8288,yes,IWS_32005,HU4_34,HU8_177,EDU_57,Wisconsin,1.755.287.461,DR_LakeStream,Glaciated,9.8728,792.138,286.212,505.926
